,customer_age,customer_sex,customer_number_of_dependents,customer_education,customer_civil_status,customer_salary_range,customer_relationship_length,customer_available_credit_limit,credit_card_classification,total_products,period_inactive,contacts_in_last_year,credit_card_debt_balance,remaining_credit_limit,transaction_amount_ratio,total_transaction_amount,total_transaction_count,transaction_count_ratio,average_utilization,account_status,customer_available_credit_limit_below_1450,total_products_0_5,total_products_6_10,total_products_more_than_10,period_inactive_0_3,credit_card_debt_balance_0,transaction_amount_ratio_0_05,transaction_amount_ratio_05_1,transaction_amount_ratio_1_2,transaction_amount_ratio_more_than_2,total_transaction_count_0_25,total_transaction_count_26_50,total_transaction_count_51_100,total_transaction_count_more_than_100,transaction_count_ratio_0_05,transaction_count_ratio_05_1,transaction_count_ratio_1_2,transaction_count_ratio_more_than_2,average_utilization_0_02,average_utilization_02_06,average_utilization_more_than_06
6439,41.0,F,4,Doctorate,Single,below 40K,36,7.8961806086154915,Blue,4,3,4,1317,7.222566018822171,0.58,8.317766166719343,76,0.727,0.49,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
6575,51.0,F,2,High School,Single,40-60K,37,7.8713112033234065,Blue,5,1,1,2426,5.272999558563747,0.727,8.493924564476883,74,1.114,0.926,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1187,39.0,F,1,College,Single,Unknown,36,10.00446346987613,Blue,6,1,1,0,10.00446346987613,0.645,7.597897950521784,57,0.727,0.0,open,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7112,52.0,M,2,Doctorate,Married,80-120K,38,9.463275708098129,Blue,4,2,2,1628,9.328123407632566,0.542,7.584773077612199,59,0.735,0.126,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3689,44.0,,1,College,Single,40-60K,40,8.360305435879093,Blue,6,1,2,1680,7.860956364876389,0.78,8.480529207044645,60,0.765,0.393,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
3236,32.0,F,0,High School,Divorced,below 40K,25,9.088285725968877,Blue,2,3,0,1753,8.867568333206442,0.627,9.60123315090109,110,0.864,0.198,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
999,50.0,F,4,Graduate,Married,below 40K,36,7.796880342783522,Blue,6,2,2,1948,6.184148890937483,0.752,8.448485993406447,69,0.643,0.801,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
7009,50.0,M,3,College,Unknown,60-80K,42,9.46412951340478,Blue,1,2,3,1822,9.311722986264785,0.88,9.02063159674821,79,0.837,0.141,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2244,38.0,F,1,College,Married,,25,7.855544677915663,Blue,3,3,1,2265,5.752572638825633,0.824,7.417580402414544,57,0.629,0.878,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8710,43.0,F,3,Unknown,Married,40-60K,32,8.387312270561717,Blue,3,2,4,0,8.387312270561717,0.757,8.464003362902119,78,4.07,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1770,57.0,F,1,High School,Single,below 40K,45,8.58110651715989,Blue,5,2,4,0,8.58110651715989,0.515,8.16763571524637,79,0.837,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6569,52.0,,3,Graduate,Married,,36,8.052933036797567,Blue,6,4,2,2268,6.774223886357614,0.801,8.393216011596527,84,3.4,0.722,open,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
7435,31.0,M,1,Graduate,Married,40-60K,20,7.81156848934518,Blue,6,2,5,1695,6.651571873589727,0.842,7.387090235656757,36,0.333,0.687,open,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
9038,36.0,M,3,Unknown,Married,120K and more,24,10.109566325223746,Blue,6,3,2,0,10.109566325223746,0.75,,39,0.393,0.0,open,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
5030,41.0,F,3,Unknown,Single,40-60K,36,8.57866451350434,Blue,3,2,4,0,8.57866451350434,0.699,7.602401335665818,29,0.318,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9706,41.0,,2,Unknown,Single,below 40K,29,7.901377353792616,Blue,6,3,0,1839,6.759255270663693,0.765,8.39072252736229,80,0.778,0.681,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
7455,47.0,,2,Unknown,Single,,41,7.735870319952567,Blue,5,3,1,1611,6.519147287940395,0.648,8.479906606630221,77,0.75,0.704,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
3929,53.0,M,0,Graduate,Single,80-120K,42,7.88758403166028,Blue,5,4,1,2037,6.440946540632921,0.85,7.1592919047975645,29,0.933,0.765,open,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
10008,54.0,M,1,High School,Married,120K and more,42,8.086717920303906,Blue,5,3,3,1919,7.194436851100335,0.56,7.2485040723706105,31,0.24,0.59,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
3143,,F,1,Graduate,Single,below 40K,28,7.794823152179389,Blue,6,3,3,1027,7.244941546337007,0.824,8.008698182988528,84,4.335,0.423,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
6265,48.0,M,2,Unknown,Married,120K and more,32,10.449178263628198,Silver,3,2,4,2098,10.386469103072121,0.741,8.03689677268507,66,0.784,0.061,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5676,39.0,M,2,Uneducated,Single,40-60K,19,10.996282955882673,Blue,4,3,3,1735,8.495560891289124,0.587,8.306472160100585,89,0.935,0.262,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
52,35.0,,3,Graduate,Single,below 40K,27,7.88758403166028,Blue,3,3,3,0,7.88758403166028,0.731,10.216179260491938,74,0.574,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
105,58.0,M,4,Graduate,Married,60-80K,36,9.589256144850811,Blue,3,2,2,1480,9.482426456803408,0.346,7.239214973779806,38,2.31,0.101,open,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
7812,39.0,F,4,Uneducated,Single,below 40K,36,7.866722285136729,Blue,5,3,1,1656,6.859614903654202,0.657,8.014335737299424,64,0.6,0.635,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
980,39.0,M,1,High School,Married,120K and more,34,8.086410275323782,Blue,4,2,2,1698,7.347299700743164,0.767,7.603897968521881,58,0.568,0.522,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
3609,52.0,M,1,Unknown,Married,40-60K,36,9.042513261332681,Blue,4,3,3,2517,8.689127655323706,0.809,9.002577922700276,73,1.028,0.298,closed,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
921,29.0,M,0,Post-Graduate,Divorced,60-80K,15,11.187167623666218,Blue,2,1,3,0,8.989943046329998,0.381,8.641179171197228,59,0.735,0.0,closed,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5928,44.0,M,3,Unknown,Single,40-60K,38,7.404279118037268,Blue,5,2,2,0,7.404279118037268,0.6,7.469654172932128,39,0.56,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
5147,45.0,M,2,Post-Graduate,Married,60-80K,36,8.690305809124883,Blue,1,2,2,2015,8.276394704863307,0.815,8.201111644442758,70,1.0,0.339,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
6925,35.0,F,3,College,Single,below 40K,25,8.191740021277457,Blue,4,3,2,2517,6.9975959829819265,0.537,7.686162303492906,45,0.552,0.697,closed,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1079,51.0,M,2,College,Married,80-120K,33,8.17695386822578,Blue,3,1,2,0,8.17695386822578,0.57,8.327484416188264,65,0.912,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1820,42.0,F,3,Unknown,Married,Unknown,31,8.956995311928852,Blue,3,1,4,1319,8.770749549138642,0.793,8.547334348328224,77,0.75,0.17,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
9718,53.0,M,4,College,Single,80-120K,48,10.449178263628198,Silver,5,1,2,800,10.425727781117374,0.804,8.247743887225516,72,0.6,0.023,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6702,57.0,M,2,Graduate,Married,80-120K,40,9.793951665467821,Blue,6,3,4,1909,9.681343501555002,0.712,9.76984186766621,111,0.82,0.106,open,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1729,52.0,M,4,Uneducated,Married,60-80K,42,8.646992628951082,Blue,3,2,0,0,8.646992628951082,0.928,8.294799358992574,64,0.684,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2858,43.0,F,3,Graduate,Divorced,below 40K,36,7.83399634170946,Blue,6,1,2,1595,6.835184586147301,0.78,,82,0.864,0.632,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
9550,55.0,,1,Unknown,Unknown,below 40K,36,8.08886878916199,Blue,5,2,1,2517,6.608000625296087,0.985,8.509161019718974,77,0.75,0.773,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2216,58.0,F,1,High School,Married,below 40K,43,7.579167967396076,Blue,4,1,4,1152,6.690842277418564,0.899,,78,0.5,0.589,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
6019,38.0,F,4,Graduate,Married,below 40K,30,8.691314551644853,Blue,3,1,2,1702,8.354438940114811,1.264,7.84971375760487,53,0.71,0.286,open,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
9641,42.0,F,3,Graduate,Married,,33,8.24117615049496,Blue,2,3,1,1544,7.718685495198466,0.72,8.971067438732089,80,0.538,0.407,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1955,,M,1,Graduate,Single,60-80K,37,7.801800401908973,Blue,2,3,4,848,7.3758821482150125,0.771,7.703459047867175,39,0.56,0.347,closed,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2128,28.0,,0,Graduate,Married,,15,10.04771775820736,Blue,2,2,2,897,10.008117801614212,0.913,9.550306497851652,120,0.714,0.039,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
3714,48.0,M,3,Graduate,Married,60-80K,38,9.736251633160215,Blue,5,2,3,2157,9.599879329534089,0.629,,60,0.5,0.127,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
8876,32.0,M,2,Graduate,Married,,22,8.463581421967588,Blue,3,3,5,0,8.463581421967588,0.363,6.786716950605081,21,0.4,0.0,closed,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7051,32.0,M,1,Unknown,Married,below 40K,36,8.716044050161402,Blue,5,3,3,1520,8.429454277108231,0.853,7.419380582918692,32,0.882,0.249,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
4189,41.0,F,3,College,Single,40-60K,22,7.854381210652365,Blue,5,0,2,1582,6.902742737158593,0.697,8.46252579007393,75,0.596,0.614,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8167,50.0,M,4,Graduate,Married,60-80K,34,9.80598497117489,Blue,5,1,1,0,9.80598497117489,0.857,9.64387450001194,95,0.792,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3253,65.0,F,0,High School,Single,below 40K,56,8.691314551644853,Blue,3,3,2,2517,8.141481041457421,0.787,8.423761246623686,83,0.694,0.423,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
4245,48.0,F,3,Uneducated,Married,below 40K,41,8.509161019718974,Blue,5,3,2,0,8.509161019718974,0.882,7.795646536334594,48,0.548,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
8111,54.0,M,1,High School,Single,60-80K,34,9.542517684314515,Blue,5,2,0,2109,9.378478484253662,0.66,9.653550746326605,114,0.754,0.151,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1353,57.0,F,3,High School,Single,,37,8.023552392404348,Blue,3,1,2,1603,7.278628942320682,0.776,8.345217926676428,82,0.907,0.525,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
6964,56.0,M,2,High School,Single,40-60K,40,7.7752758464868625,Blue,2,6,4,651,7.455876687491824,0.592,7.560080465021827,46,0.586,0.273,closed,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
7574,,M,1,Graduate,Married,60-80K,48,9.939047727934678,Blue,2,3,2,2221,9.825688160081716,0.769,9.5620530240851,109,0.703,0.107,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8418,53.0,F,3,Graduate,Married,below 40K,42,7.784889295655098,Blue,3,1,1,1109,7.166265974133638,0.639,8.41604600941128,72,0.636,0.461,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
4592,50.0,M,3,Graduate,Single,40-60K,33,7.936660155225426,Blue,3,1,2,1291,7.317876198626496,0.708,,69,0.683,0.461,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
9004,38.0,F,2,Graduate,Married,below 40K,18,7.430114138561801,Blue,5,3,3,1206,6.173786103901937,0.767,8.495152060539358,68,2.555,0.715,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
669,60.0,M,1,High School,Married,40-60K,47,9.190647738630446,Blue,3,1,3,1007,9.082279701908664,0.8,9.591581091193483,95,0.9,0.103,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
698,49.0,M,4,High School,Single,60-80K,30,7.364547014255642,Blue,5,3,3,900,6.520621127558696,0.592,8.378850241794492,70,0.707,0.57,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
7332,50.0,M,1,High School,Unknown,,31,10.197648591085619,Blue,1,2,2,769,10.168578864458095,0.609,8.983314293397749,93,0.661,0.029,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6818,33.0,F,3,Graduate,Single,below 40K,36,8.484256691169973,Blue,5,3,3,1338,8.160518247477505,0.707,7.878912912297133,67,0.595,0.277,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5999,,F,3,College,Married,40-60K,36,9.172949982757624,Blue,1,3,2,0,9.172949982757624,0.638,9.60434000197507,90,0.8,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2539,53.0,M,1,Graduate,Unknown,60-80K,41,7.796469243086058,Blue,4,1,2,1554,6.777646593635117,1.158,8.207946941048617,60,0.818,0.639,open,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1686,40.0,F,2,Uneducated,Married,below 40K,28,7.492203042618741,Blue,3,2,2,1019,6.652863029353347,0.692,10.347692488960224,63,0.658,0.568,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
7591,49.0,F,1,Uneducated,Divorced,,37,7.6838639802564295,Blue,6,2,2,0,7.6838639802564295,0.652,7.774435510302958,57,0.781,0.0,closed,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6886,37.0,M,4,Graduate,Single,120K and more,28,10.449178263628198,Blue,3,3,4,0,10.449178263628198,0.572,7.853216388156072,62,0.771,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5493,39.0,F,4,Unknown,Married,Unknown,21,7.510430556378006,Blue,2,3,2,0,7.510430556378006,0.563,8.344505083590521,86,0.792,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
375,56.0,M,3,High School,Married,60-80K,37,9.585414998760278,Blue,3,3,3,2517,9.395491255780296,0.92,7.224753405767971,35,0.591,0.173,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9082,56.0,M,2,Graduate,Single,80-120K,46,9.679218367934409,Blue,6,2,3,0,9.679218367934409,0.687,8.412499120301572,80,0.667,0.0,open,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7751,53.0,F,1,Graduate,Single,below 40K,36,7.271217139609844,Blue,2,2,3,0,7.271217139609844,0.672,6.683360945766275,17,0.214,0.0,closed,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
8789,48.0,,3,College,Married,80-120K,41,8.140315540159985,Blue,2,3,3,2517,6.816735880594968,0.869,7.878155336503324,46,0.643,0.734,closed,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1566,54.0,F,4,High School,Married,below 40K,36,7.374001859350161,Blue,3,5,3,1411,5.209486152841421,0.817,7.285506548522785,35,1.188,0.885,open,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
9493,50.0,F,2,Unknown,Single,below 40K,32,7.271217139609844,Blue,4,3,1,0,7.271217139609844,0.815,8.433376705323127,78,0.902,0.0,open,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6253,59.0,F,0,College,Married,40-60K,53,7.271217139609844,Blue,3,2,0,0,7.271217139609844,0.896,8.402231172946555,79,0.927,0.0,open,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
161,53.0,M,1,Unknown,Married,120K and more,48,10.232503488480885,Blue,3,2,3,2083,6.912742820493176,0.633,9.298992069570746,40,0.538,0.675,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2951,43.0,F,3,Graduate,Married,below 40K,30,8.052933036797567,Blue,6,2,3,2517,6.439350371100098,0.959,8.595819511871428,79,0.881,0.801,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2707,46.0,F,3,Unknown,Married,Unknown,41,10.449178263628198,Silver,6,3,2,0,10.449178263628198,0.896,8.222016437202196,72,3.78,0.0,open,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
2649,61.0,F,1,College,Married,Unknown,46,8.645762292210945,Blue,6,2,2,0,8.645762292210945,1.027,8.37516869138682,67,0.675,0.0,open,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3587,52.0,F,2,High School,Married,Unknown,39,7.711101251840158,Blue,1,3,4,1790,6.093569770045136,0.798,7.968319500012717,50,0.562,0.802,closed,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
9378,51.0,F,1,Graduate,Married,Unknown,44,10.404384045224234,Silver,4,2,4,2418,10.32829766690807,0.923,9.225819942824568,72,0.946,0.073,closed,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7530,43.0,,3,College,Married,,36,9.995245977775669,Blue,3,3,3,1467,9.9259826303635,0.696,8.910450756416656,89,0.679,0.067,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7347,52.0,F,2,High School,Single,below 40K,44,7.9966538754626075,Blue,6,3,3,0,7.9966538754626075,1.154,8.402455513945814,63,0.615,0.0,open,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3497,42.0,M,3,Uneducated,Married,40-60K,32,9.480596490604585,Blue,3,3,2,1809,9.332026890232783,0.724,8.371704884667631,72,0.5,0.138,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
7209,53.0,F,2,High School,Married,below 40K,36,8.273336598504486,Blue,6,3,2,2517,7.244941546337007,0.47,7.656810091480378,42,0.448,0.642,closed,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2710,,M,2,Graduate,Unknown,40-60K,36,9.477921772720961,Blue,5,1,2,1718,9.336973022909548,0.607,6.842683282238422,28,0.556,0.131,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
5644,53.0,M,1,Unknown,Single,120K and more,45,9.210440366976517,Blue,6,2,3,0,9.210440366976517,0.676,8.334951631422454,74,0.644,0.0,open,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
10108,29.0,F,1,Graduate,Single,Unknown,36,9.518780497512473,Blue,5,2,3,1172,9.42875274891449,0.657,8.355379895253634,84,0.75,0.086,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6397,42.0,M,3,Graduate,Married,below 40K,36,8.724695046740491,Blue,2,2,1,974,8.552367266423891,0.703,8.913819350857198,92,0.586,0.158,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
9098,44.0,M,3,Graduate,Unknown,60-80K,39,8.003363058629947,Blue,5,4,3,642,7.761744984658913,0.76,8.443761913330354,62,0.55,0.215,open,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
8820,53.0,M,2,Post-Graduate,Married,80-120K,36,8.191463051326927,Blue,5,1,2,1629,7.591357046698551,0.821,7.409741954080923,40,0.481,0.451,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
4161,45.0,F,4,Uneducated,Married,Unknown,26,9.69996278809107,Blue,4,3,1,0,9.69996278809107,0.742,7.987524479848767,71,0.972,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
280,53.0,M,1,High School,Married,120K and more,44,10.449178263628198,Gold,1,6,3,831,10.42480791339476,0.727,9.491526390684262,107,0.754,0.024,open,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6096,50.0,F,1,Post-Graduate,Married,,46,9.87039601753593,Blue,2,2,1,615,9.838095333769076,0.708,8.37816098272068,79,0.717,0.032,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3091,45.0,M,4,High School,Married,80-120K,36,10.449178263628198,Blue,3,2,3,1170,10.414693104120404,0.678,8.23880116587155,64,0.6,0.034,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5437,50.0,M,5,Post-Graduate,Married,120K and more,36,10.449178263628198,Silver,5,2,4,891,10.42302511690414,0.926,7.8961806086154915,64,0.778,0.026,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7754,42.0,M,3,College,Married,60-80K,34,9.506734385029985,Blue,3,3,3,0,9.506734385029985,0.742,6.907755278982137,18,0.059,0.0,closed,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
7494,47.0,F,3,Unknown,Married,below 40K,37,7.271217139609844,Blue,1,2,2,0,7.271217139609844,0.749,7.780303087908373,36,0.636,0.0,closed,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
472,40.0,M,3,High School,Married,80-120K,36,10.280175885872874,Blue,2,3,4,0,10.280175885872874,0.615,7.652545692693921,56,0.697,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7148,37.0,F,1,Graduate,Married,below 40K,36,8.292047637431354,Blue,3,3,3,1289,7.902117546276448,1.008,7.687538766201629,32,0.6,0.323,open,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3783,49.0,M,3,Uneducated,Married,120K and more,38,9.611663580917012,Gold,4,3,4,0,9.611663580917012,0.737,9.634103708365723,131,0.724,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8751,46.0,M,2,High School,Married,60-80K,38,10.449178263628198,Gold,5,3,6,2517,10.373459931293572,0.956,9.139273923542323,89,0.978,0.073,closed,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
510,54.0,F,2,College,Single,below 40K,36,9.9265202516467,Blue,1,3,3,708,7.356279876550748,0.677,8.953510763007166,74,0.682,0.311,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
3515,56.0,F,1,High School,Married,Unknown,49,9.772353284511327,Blue,1,2,1,2517,9.617470759403409,0.8,9.542445945729886,138,0.792,0.143,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1068,50.0,M,4,High School,Married,80-120K,41,10.052295413463094,Blue,6,3,3,1308,9.994287576862567,0.498,8.169053149927343,71,0.578,0.056,open,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
9041,31.0,,1,College,Married,80-120K,36,10.135194334510826,Blue,4,1,0,1445,10.07617956035424,1.033,7.858640655620791,48,1.0,0.057,open,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
6335,54.0,F,1,High School,Single,below 40K,43,7.641084249174914,Blue,5,2,4,805,7.152268856032539,1.049,8.38548870041881,75,4.375,0.387,open,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
9665,37.0,F,2,Graduate,Divorced,below 40K,30,8.1101268019411,Blue,18,3,4,2517,6.698268054115413,0.553,7.694392802629421,47,0.621,0.756,closed,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
7111,56.0,F,2,High School,Single,below 40K,42,7.792761720816526,Blue,5,4,2,268,7.675546002537848,0.804,7.830425617820331,59,0.639,0.111,closed,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6983,26.0,,0,Unknown,Single,40-60K,19,7.690286020676768,Blue,5,2,2,1597,6.380122536899765,0.777,7.847762537473608,46,0.314,0.73,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1534,62.0,F,0,High School,Unknown,below 40K,51,8.558335134747413,Blue,4,2,3,0,8.558335134747413,0.64,7.6787889981991535,36,0.161,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
4417,55.0,F,3,Graduate,Married,Unknown,36,8.488999457045455,Blue,3,2,0,1123,8.226305988015508,0.938,7.349873704738337,40,0.538,0.231,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
9315,34.0,F,2,Graduate,Unknown,below 40K,18,7.912056888179006,Blue,4,1,3,0,7.912056888179006,0.648,8.41847721847708,72,0.714,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4013,30.0,,0,Graduate,Divorced,below 40K,17,8.456168489578463,Blue,4,1,3,0,8.456168489578463,1.177,8.099857910737585,87,0.891,0.0,open,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
